filename,Openness,Vitality,Warmth,Structural_Stability
집_8_여_12281.json,71.61314803396101,92.04,48.2158203125,72.52
집_9_남_02844.json,63.72097000794087,72.73,29.094835994050072,78.94
집_9_남_03266.json,60.4819549447729,57.48,35.26055295688647,76.91
집_9_남_07030.json,63.768562771098175,84.09,38.36974652174072,90.3
집_9_남_01016.json,64.33618451965494,65.15,53.60156451142285,90.3
집_9_남_00819.json,73.38396008275527,57.15,42.310546875,79.48
집_9_남_05929.json,82.08741354103384,75.15,55.63419403969616,81.64
집_8_여_13381.json,57.5475414078675,73.69,41.01498204580746,71.49
집_9_남_07188.json,52.884966110676125,82.22,26.213284428977744,87.83
집_9_남_03302.json,58.937655284438925,67.65,43.85390808437346,76.71
집_9_남_05084.json,86.03960396039604,74.46,36.576482338958215,90.97
집_9_남_07102.json,57.25327421576082,76.64,42.967854828890935,66.9
집_9_남_00319.json,62.36471740561056,74.07,44.499755859375,83.52
집_9_남_07041.json,79.31263783082039,91.69,41.20170875693515,79.88
집_9_남_03466.json,55.40426455347154,68.68,31.077445280558468,93.97
집_8_여_13793.json,75.82673016516364,58.32,43.484375,72.5
집_8_여_13302.json,68.59155878171069,87.3,53.73470082533161,71.17
집_9_남_05014.json,61.40121762401088,70.65,41.43650107940158,70.0
집_9_남_01929.json,67.33811033626554,67.72,40.82275390625,70.02
집_8_여_12771.json,84.2280415965102,74.58,76.3037109375,62.41
집_9_남_06647.json,86.31437593997849,58.15,54.873046875,83.96
집_9_남_04678.json,72.20233974073143,80.31,60.90620427027005,90.91
집_9_남_06020.json,74.66795857642539,69.09,28.36570027908343,82.0
집_9_남_05163.json,76.86723799823486,74.61,46.35690047397409,86.93
집_9_남_03297.json,66.72364672364672,70.97,32.45817196403134,89.68
집_9_남_06460.json,56.852732582394665,77.8,28.318984781156736,77.67
집_9_남_05369.json,50.0,64.05,29.534795372004183,94.71
집_9_남_03166.json,90.0,81.1,28.112647145019263,82.6
집_9_남_02441.json,60.20280710119123,79.18,20.749674882336116,69.71
집_9_남_03819.json,73.31399172370544,74.74,46.52734375,82.05
집_8_여_12573.json,61.118490931579736,66.41,33.2333064263135,87.21
집_9_남_01161.json,52.30636488171911,74.93,28.790123209791822,72.36
집_9_남_03364.json,50.249907715023994,58.05,20.031209174712764,92.52
집_9_남_05312.json,72.01598451813966,71.68,40.307923457783026,80.6
집_9_남_01365.json,69.72225848737176,70.45,57.858154296875,88.12
집_8_여_13180.json,66.18840056770344,73.69,39.95751953125,86.54
집_9_남_02733.json,90.0,61.85,46.7568359375,88.23
집_9_남_01883.json,60.0,68.0,59.49979550884183,81.94
집_9_남_02946.json,72.34063483025993,64.94,35.376648506373485,89.2
집_9_남_01048.json,72.92091388400704,60.53,98.59326171875,59.91
집_9_남_05943.json,89.5395198209769,75.46,56.2225370258242,80.41
집_9_남_07046.json,74.05123053741838,75.49,21.723073263278504,86.72
